OBJECTID,FEATTYPE,TYPE,MAPNUMBER,CREATED,RETIRED,PID,SYMBOL,TEXTNOTE,SHAPE_Leng,geometry
461,Salt Evaporator Internal Line,6,I5301,2006-05-09,,1003934,114,,0.00750413885798,"LINESTRING (133.0264 -32.041579999999996, 133.02145000000002 -32.03594)"
462,Runway Centreline,5,F5503,2006-05-09,,1003935,706,,0.0196987004648,"LINESTRING (148.54439 -20.49017, 148.56247 -20.49799)"
463,Runway Centreline,5,F5503,2006-05-09,,1003936,706,,0.0104623228778,"LINESTRING (148.55492 -20.49373, 148.56471 -20.49004)"
464,Pointer,4,E5514,2006-05-09,,1007547,265,,0.00771547146972,"LINESTRING (146.1719 -18.95634, 146.16428 -18.95755)"
465,Runway Centreline,5,I5511,2006-05-09,,1005419,706,,0.0175372774398,"LINESTRING (147.18148 -33.93797, 147.19888 -33.94016)"
466,Runway Centreline,5,I5511,2006-05-09,,1005420,706,,0.0116191996282,"LINESTRING (148.249 -34.25009, 148.24547 -34.261160000000004)"
467,Runway Centreline,5,I5511,2006-05-09,,1005421,706,,0.0122671471826,"LINESTRING (147.51521 -34.41784, 147.51276000000001 -34.42986)"
468,Runway Centreline,5,I5511,2006-05-09,,1005422,706,,0.01003950696,"LINESTRING (148.03569 -34.61715, 148.0371 -34.62709)"
469,Salt Evaporator Internal Line,6,F5002,2006-05-09,,1004526,114,,0.0164692374159,"LINESTRING (116.72751 -20.7095, 116.7301 -20.7066, 116.73854 -20.69727)"
470,Salt Evaporator Internal Line,6,F5002,2006-05-09,,1004527,114,,0.00758103144241,"LINESTRING (116.7457 -20.70452, 116.74102 -20.7097, 116.74066 -20.71018)"
471,Salt Evaporator Internal Line,6,F5002,2006-05-09,,1004528,114,,0.0263580252919,"LINESTRING (116.74508 -20.69759, 116.76264 -20.68598, 116.76586 -20.68376, 116.76652 -20.68253)"
472,Salt Evaporator Internal Line,6,F5002,2006-05-09,,1004529,114,,0.0200111739778,"LINESTRING (116.76575 -20.69068, 116.76481 -20.69131, 116.75674000000001 -20.6966, 116.74904000000001 -20.70169)"
473,Runway Centreline,5,F5005,2006-05-09,,1004538,706,,0.0131086625095,"LINESTRING (115.11716 -21.6606, 115.11517 -21.66775, 115.11365 -21.67323)"
474,Runway Centreline,5,F5005,2006-05-09,,1004539,0,,0.0065286216003,"LINESTRING (113.98483 -21.90777, 113.98933 -21.90304)"
